title,label,label_score
messi belajar freekick legenda timnas argentina,clickbait,0
tes kepribadian   karaktermu pilihan bunga selamatkan kepunahan,clickbait,0
wiranto 6500 personel tni polri papua papua barat menakuti rakyat,non-clickbait,1
live streaming timnas indonesia vs thailand tvri mola tv akses ,non-clickbait,1
materi kuliah 300 juta muslim radikal mahasiswa laporkan kampusnya komisi ham,non-clickbait,1
siti nur azizah putri maruf amin ambil formulir penjaringan calon wali kota tangsel pdip,clickbait,0
audisi umum beasiswa bulutangkis 2019 tersisa 48 peserta,non-clickbait,1
menko luhut terima esemka produk china,clickbait,0
video asusila sumedang pemerannya pasangan sah direkam pemeran pria,clickbait,0
cpns 2019 buka 4 instansi buka formasi smasederajat 2018 2000,clickbait,0
liga champions inter vs slavia praha ajang debut kostum ketiga inter milan dedikasi pirelli,clickbait,0
pemeran video vina garut meninggal rayya polisi terlibat video,clickbait,0
kritik aksi wadah pegawai kpk romli bertentangan aturan,non-clickbait,1
berlaku 17 tahun uu direvisi penguatan kpk,clickbait,0
spesifikasi sony xperia 5 ponsel terbaru sony kamera,clickbait,0
bacaan niat puasa asyura dilaksanakan selasa 10 september 2019,clickbait,0
mesin kapal mati 5 wisatawan perancis terdampar pulau buro aceh,clickbait,0
video vina garut si pria meninggal ditemukan 113 video rayya terlibat,clickbait,0
tanggapi audisi pb djarum dihentikan ganjar pranowo berdialog kpai pb djarum,clickbait,0
daftar harga hp terbaru september 2019 oppo xiaomi,clickbait,0
elke ngantung gandeng musisi ternama pop indonesia promo albumnya belanda,non-clickbait,1
diduga gangguan jiwa anak bacok kandungnya,clickbait,0
begpacker fenomena bule peminta uang indonesia kawasan asia,clickbait,0
jan ethes angkat kaki paha jokowi,clickbait,0
perempuan 73 tahun melahirkan bayi kembar raih predikat bersalin tertua dunia,clickbait,0
insiden new york washington memicu perang kunjung afghanistan,clickbait,0
rusuh suporter kekalahan indonesia menpora malaysia tuntut keadilan rakyat malaysia,clickbait,0
ribuan pil koplo disembunyikan candra kandang kambing,clickbait,0
wiranto tegaskan isu teror ular asrama mahasiswa papua surabaya,clickbait,0
djarum pb djarum nama klub merek rokok,clickbait,0
kualifikasi euro 2020   belanda belgia menang skor kompak,non-clickbait,1
pasien konsumsi obat kedaluwarsa puskesmasketahuan disuntikkan dokter,clickbait,0
zodiak ramalan bintang selasa 10 september 2019 gemini agresif aries taurus tangguh,clickbait,0
tangis sby ulang tahun 70 joy tobing nyanyikan lagu kenangan mendiang ani yudhoyono,clickbait,0
muncul isu asrama mahasiswa papua surabaya dilempari ular wiranto provokasi adu domba,non-clickbait,1
kisah pengusaha sukses pertaruhkan bisnisnya pedang rp32 miliar pesanan timur tengah,clickbait,0
digerogoti kanker ria irawan lahap santap soto banjar sayang aldi taher,clickbait,0
elza syarief ngaku selamatkan nikita mirzani isu cepu bantah menuduh bersih,non-clickbait,1
kondisi terkini bj habibie dirawat rumah sakit dijenguk presiden jokowi,clickbait,0
prediksi susunan pemain timnas indonesia vs thailand ketajaman beto goncalves,non-clickbait,1
promosi pariwisata bali tv jepang artis kaget biaya kirim kursi rotan jepang rp 14 juta,clickbait,0
kecelakaan innova vs bus mira 3 tewas 1 selamat video bicara pura pura menabrak,clickbait,0
farhat abbas terbang pbb hotman paris nama indonesia ditertawakan negeri,clickbait,0
ultah kehadiran ani yudhoyono sby  hening bisikkan indah,clickbait,0
wiranto rekomendasikan gubernur patungan biayai asrama mahasiswa daerah,non-clickbait,1
pangkal harga emas dunia jatuh,clickbait,0
manajemen djarum pb djarum nama klub merek rokok,non-clickbait,1
hoaks bj habibie meninggal dunia kondisi terkini presiden ri 3 tengah dirawat rumah sakit,non-clickbait,1
tanggapan gibran rakabuming warganet izin nama sang anak ,clickbait,0
malam kondisi bj habibie perawatan intensif,non-clickbait,1
intip aksi menegangkan layar film james bond kejar kejaran situs warisan unesco,clickbait,0
sinopsis  trailer film godzilla tayang malam 10 september 2019 trans tv 2200 wib,non-clickbait,1
arsul sani prediksi isu revisi uu kpk uji kelayakan capim kpk,non-clickbait,1
janji barbie kumalasari buktikan tinggal as sesumbar fansnya seret boy william,non-clickbait,1
terkini rusuh papua ratusan mahasiswa papua pulang kampung gubernur bingung wirantoada provokasi,clickbait,0
penuturan fatir ahmad bocah meninggal bully rahang bengkak dipukul,clickbait,0
lantik dirjen pdspkp menteri susi agus suherman sosok,clickbait,0
kpk bongkar korupsi sektor migas tersangka diumumkan siang,clickbait,0
dpd ri dukung pemekaran provinsi kapuas raya,non-clickbait,1
bri mudahkan nasabah mekaar kelas pembiayaan kur,clickbait,0
sby jenguk bj habibie rspad,non-clickbait,1
dipasarkan indonesia kendaraan wajib lulus uji bpljskb bekasi,clickbait,0
target pelatih bhayangkara fc,clickbait,0
kadisnakertrans kolaka utara buka pelatihan administrasi perkantoran,non-clickbait,1
pejabat besuk bj habibie rspad sby nila moeloek anies baswedan,non-clickbait,1
jenguk bj habibie anies baswedan  diajak berkomunikasi kondisi sadar,clickbait,0
naja anak dewi gita ikuti ajang the voice indonesia pilih armand maulana coach,clickbait,0
fasilitas kite ikm bea cukai bantu ekspor serabut kelapa negeri china,clickbait,0
iccf 2019 keberagaman persatuan indonesia rekor dunia ternate,clickbait,0
pinkfong baby shark live musical hadir indonesia kalinya,clickbait,0
bocah korban bully aneh anaknya meninggal ditolak rumah sakit,clickbait,0
beberkan modus kejahatan mengaku ingrid kansil muzdalifah transfer uang,clickbait,0
terbiasa ditinggal ahmad dhani hidup penjara mulan jameela nikmati makan pakai garam,clickbait,0
jennifer jill akui selingkuh ajun perwira batal pas wajah jennifer,clickbait,0
harga tiket gbk nonton timnas indonesia vs thailand ajang kualifikasi piala dunia qatar 2022,non-clickbait,1
kubu setya novanto optimistis permohonan pk dikabulkan hakim,clickbait,0
tangisan sby dengarkan nyanyian candle in the wind joy tobing ani yudhoyono,clickbait,0
tenaga radioterapi kanker ria irawan dijenguk pekan,clickbait,0
pengakuan sopir truk terkait tabrakan beruntun bintaro mengantuk hindari macet tol,clickbait,0
sampannya hancur diserang buaya sungai simangalam misran selamat tubuhnya terluka,clickbait,0
kondisi teknologi eyang habibie membaik doa harapan,clickbait,0
larissa chou foto bareng artis pemeran istri alvin faiz film menangis nonton,clickbait,0
peringatan cuaca buruk gelombang tinggi bmkg besok rabu 11 september 2019,clickbait,0
daftar libur nasional cuti tahun 2020 total 20 tanggal merah,clickbait,0
farhat abbas terbang markas pbb swiss hotman paris menyindir  pesan,clickbait,0
bisik bisik jokowi pratikno setujui permintaan bangun istana papua,clickbait,0
ahmad dhani ganti sekolahkan korban kecelakaan s3 santunan dul maaf,clickbait,0
suhu panas udara kering kemarau waspada diare parkinson dampaknya otak,clickbait,0
gebrak  ajak masyarakat dukung petisi kurangi asap rokok tar,clickbait,0
menolak mendukung revisi uu kpk,clickbait,0
indosat lelang 3100 menara taksiran harganya,clickbait,0
menilik nia ramadhani didik anak buah hatinya bergantung kekayaan orangtua,clickbait,0
bandara soetta kemenhub harap gocar layani bandara indonesia,clickbait,0
smp berbasis pesantren bina insan mulia cirebon luncurkan program unggulan,clickbait,0
istri tua 17 tahun ajun perwira perlakuan ibunya jennifer ipel,clickbait,0
jadwal siaran liga 1 2019 pekan 18 live indosiar psm vs psis persib main tandang,non-clickbait,1
penyelidik penyidik mk putuskan wewenang kpk,clickbait,0
kkn desa penari simpleman merilis cerita seram keuntungannya disumbang,clickbait,0
daftar harga terbaru hp samsung september 2019 galaxy a20 galaxy s10 plus lengkap,clickbait,0
truk terguling tanjakan emen tewas luka luka,non-clickbait,1
ramalan zodiak besok rabu 11 september 2019 taurus boros perasaan pisces campur aduk,clickbait,0
persib 7 pemain putaran liga 1 2019 bek timnas,non-clickbait,1
warga dki penghargaan voucher jaklingko transjakarta,non-clickbait,1
kppu tunda sidang dugaan kartel tiket pesawat lantaran terlapor absen,clickbait,0
budi gunawan buka pertemuan jokowi tokoh papua istana,clickbait,0
tiket pesawat murah phuket thailand tarif rp 1 jutaan,clickbait,0
kebingungan giampaolo ac milan suso piatek,clickbait,0
polisi anjing bima aryo serang warga,clickbait,0
tni siapkan pesawat hercules angkut mahasiswa papua pulang kampung,non-clickbait,1
berhubungan badan kades bs janin dikandung bibi darah dagingnya,clickbait,0
jelang badak lampung fc vs persela liga 1 2019 milan petrovic waspadai alex dos santos,non-clickbait,1
viral pernikahan wanita mamuju pria turki kenal facebook,clickbait,0
ridwan kamil pasrah wakil gubernurnya ban serep dprd,clickbait,0
komisi iii rdpu elemen masyarakat ipw hadir,clickbait,0
kondisi terkini ria irawan kanker kambuh dijenguk  dikirimi bunga jokowi,clickbait,0
breaking news jack ma resmi pensiun alibaba bertepatan ulang tahunnya 55,clickbait,0
data korbankecelakaan nganjuk madiun renggut 3 nyawa dialog terekam,clickbait,0
reaksi raditya dika hasil test pack anissa aziza kesal bandingkan hamish daud,clickbait,0
liburan malaysia  itinerary penang 3 2 malam dicoba,clickbait,0
hobi masak nicky tirta bikin kenyang satpam komplek rumahnya,clickbait,0
warga srengseng sawah digegerkan temuan mayat pria membusuk rumah kontrakannya,clickbait,0
jalani sidang pembacaan dakwaan kivlan zen didampingi penasihat hukum sipil militer,clickbait,0
trauma nicky tirta hobi masak pelarian,clickbait,0
diomeli sutradara diusir proyek film priyanka chopra kisah pilunya karir,clickbait,0
bppt doakan habibie pulih sumbangsih terbaik indonesia,clickbait,0
beroperasi kereta cepat indonesia china belajar mrt,clickbait,0
berangkat sekolah ruben onsu buatkan sarapan betrand peto,non-clickbait,1
sejarah makna tradisi berburu kepala kalimantan,non-clickbait,1
itinerary bangkok 4 3 malam coba kunjungi wat arun,clickbait,0
putra bj habibie doa kesembuhan sang ayah,non-clickbait,1
maia estianty liburan labuan bajo jet pribadi kapal pinisi mewah,clickbait,0
simak 7 lokasi tes rekrutmen pt pln persero tahun 2019 pendidikan diploma sarjana,clickbait,0
sosok baju merah sule sosok rumahnya ular berkepala manusia,clickbait,0
kur memberdayakan masyarakat,non-clickbait,1
operator kereta cepat indonesia china berguru mrt jakarta,clickbait,0
polisi silakan veronica koman lakukan upaya hukum,non-clickbait,1
icw ruu kpk upaya pelumpuhan kpk presiden jokowi menolak,non-clickbait,1
kecurigaan bebby fey youtuber kondang menidurinya niat,clickbait,0
korban selamat kecelakaan innova vs bus mira nganjuk mendekam penjara terkait narkoba,clickbait,0
dikabarkan hilang wanita diduga korban kecelakaan tol cipularang plat nomor petunjuk,clickbait,0
curhat pribadi siswi sma diajak tidur guru 3 malang,clickbait,0
pria tewas serang polisi tilang paman korban polisi lakukan,clickbait,0
wagub jabar ingatkan jaminan sosial ketenagakerjaan,non-clickbait,1
terima suap 29 juta dolar as kernel oil eks bos petral perusahaan cangkang,clickbait,0
membesuk rspad theo sambuaga bj habibie berkomunikasi,clickbait,0
lkppd jabar 2018 20 kabupatenkota zona hijau,non-clickbait,1
15000 talenta digital ikuti idcamp,non-clickbait,1
2 kecelakaan tol cipularang lokasinya kecelakaan beruntun tewaskan 8,non-clickbait,1
geger temuan mayat bayi kantong plastik cisauk keluarga terduga lapor polisi,clickbait,0
mangkir polisi jadikan veronica koman dpo,clickbait,0
khofifah kenalkan mobile training unit bursa jatim expo sediakan 5 jenis training keliling,clickbait,0
gadis umur terlibat pembunuhan teman divonis 5 tahun,clickbait,0
atasi kabut asap indonesia malaysia rencanakan hujan buatan,clickbait,0
video vina garut rayya simpan 113 film asusila ponselnya,clickbait,0
besok ketua umum fpi diperiksa saksi makar,clickbait,0
prediksi susunan pemain psm vs psis liga 1 2019 ezra walian dimainkan,clickbait,0
aetra raih sertifikasi sistem jaminan halaldari mui kategori,clickbait,0
polisi buru dukun santet miliki keterkaitan pembunuhan pupung sadili,clickbait,0
hnw khawatirkan moral bangsa indonesia,clickbait,0
doa ernest prakasa presiden 3 bj habibie sakit,clickbait,0
kpk bekas bos petral jadikan perusahaan minyak uni emirates arab kamuflase,non-clickbait,1
pohon tumbang timpa mobil arteri pondok indah tengah mobil ringsek,clickbait,0
jaksa kivlan carikan senjata api ilegal helmi,non-clickbait,1
suruh intai wiranto luhut kivlan uang rp 25 juta,clickbait,0
kecelakaan tol cipularang wanita indigo sosok botak suka usil,clickbait,0
gara gara membegal rencana nikah berantakan calon istri menjenguknya,clickbait,0
veronica koman diusir otoritas australia paspornya dicabut,clickbait,0
terima divonis 15 tahun penjara mantan gubernur aceh abdullah puteh ajukan banding,clickbait,0
komisi iii dpr ipw serang kpk,clickbait,0
era industri 40 ubah berproduksi distribusi konsumsi,clickbait,0
potret rm bts traveling eropa tampil stylish kopenhagen,clickbait,0
hpe greenlake tawarkan transformasi digital perusahan menengah,clickbait,0
deretan wisata jakarta selatan cocok liburan pekan,non-clickbait,1
berpapasan tetangga antarkan makanan sawah perempuan tegal dibacok,clickbait,0
thareq kemal habibie beberkan kondisi terkini bj habibie kritis,clickbait,0
murid rossi pembalap keturunan indonesia satukan kekuatan sepang 8 hours,clickbait,0
giias makassar 2019 dibuka besok celebes convention center,non-clickbait,1
kesal ceraikan istri wahono kepala mertuanya tewas,clickbait,0
direktur pt kabau sirah semen padang berharap mauricio lela main bagus tes,clickbait,0
6 makan malam batu suguhkan menu view menarik,clickbait,0
depresi pria tambaksari bakar mobilnya pembuangan sampah,clickbait,0
liverpool sodorkan kontrak anyar joel matip,clickbait,0
rekening diblokir ambil uang gaji 4 anggota polisi solo gugat bri rp 1 miliar,clickbait,0
bj habibie dibawa jerman thareq kemal alasannya,non-clickbait,1
head to head persipura vs persija macan kemayoran unggul tipis mutiara hitam,non-clickbait,1
persija berharap bawa poin laga kontra persipura,non-clickbait,1
ahy kebiasaan ani yudhoyono rayakan ulang tahun sby,clickbait,0
kepala bppt jenguk bj habibie alat rekam medis kondisi eyang membaik,clickbait,0
bmkg catat gempa 34 guncang palu sulawesi tengah dirasakan sigi,non-clickbait,1
dibalik kecelakaan tol cipularang sosok wanita berbaju merah penumpang bus misterius,clickbait,0
terjebak macet aaron kwok lamborghini beli popok bayi,clickbait,0
pm kanada justin trudeau maaf mencat coklat wajahnya tahun 2001 sadar rasisme,clickbait,0
prediksi susunan pemain psis semarang vs persebaya liga 1 2019 adu tajam david da silva bruno silva,clickbait,0
keluarga sarankan imam nahrawi tempuh praperadilan,non-clickbait,1
gelaran super shopping day kategori mom  baby laris manis,clickbait,0
awasi dpr fraksi pdip diskakmat pakar tata hukum negara bahas ruu kpk,clickbait,0
jokowi sujiatmi nonton konser didi kempot the sunan hotel solo bareng sobat ambyar,clickbait,0
kabar populer persebaya jelang laga lawan persela bonek dilarang away magelang,clickbait,0
live streaming youtube konser didi kempot malam tonton hp ,non-clickbait,1
denny darko aurel hermansyah cocok teuku rassya dibandingkan atta halilintar,clickbait,0
pengakuan rini bayar utang terpaksa bawa 2 anaknya mengemis ditinggal suaminya,clickbait,0
prediksi susunan pemain manchester united vs astana  liga eropa 2019 live sctv 0200 wib,clickbait,0
4 tewas kecelakaan maut tol pejagan pemalang sopir penumpang ambulans,clickbait,0
revisi uu pas kpk koruptor diperlakukan pencuri sendal cocok,clickbait,0
lirik lagu pamer bojo cendol dawet didi kempot lengkap chordnya,non-clickbait,1
itinerary tokyo 4 3 malam cocok traveler pemula,non-clickbait,1
kerusakan pascagempa dirjen udara operator penerbangan waspada,clickbait,0
pengurus dpd golkar bali dukung airlangga ketum golkar 2019 2024,non-clickbait,1
crop foto barbie kumalasari ruben onsu akui sengaja unfollow istri galih ginanjar berhak,clickbait,0
17 pabrik arang cilincing disegel mencemarkan udara,clickbait,0
syamsul arifin bangga kakak imam nahrawi gentle ikuti proses hukum,clickbait,0
mobil ambulans bawa jenazah menabrak truk tol pejagan pemalang 4 meninggal,clickbait,0
teknologi berperan dukung berkembangnya sdm unggul indonesia,non-clickbait,1
pasal bermasalah komnas ham dpr tunda sahkan rkuhp,clickbait,0
banderol kawasaki ninja 250 mdp anjlok rp 659 juta,clickbait,0
liburan pekan cobain 10 bakmi jakarta,clickbait,0
persija jakarta ditinggal stefano cugurra ganti pelatih andritany ardhiyasa,clickbait,0
daftar 11 bandara sumatera kalimantan terdampak kabut asap,clickbait,0
paksa anak kandung mengemis pasutri aceh ditetapkan tersangka,clickbait,0
tribunnewswiki   asian agri perusahaan kelapa sawit terbesar indonesia dibangun sukanto tanoto,non-clickbait,1
menteri budi kepikiran kota kereta rel masinis,clickbait,0
hasil psm makassar vs ps tira persikabo pluim ferdinand bawa tuan rumah unggul,clickbait,0
didoakan berjodoh ustaz sahabat nikita mirzani menolak  singgung poligami,clickbait,0
ovi sovianti puji skill pemilik channel youtube alipbata,non-clickbait,1
mamah muda bunuh anak tirinya kesal anak kandunganya pelampiasan tewas,clickbait,0
persib kecewa bertekad bangkit  ditahan semen padang,clickbait,0
jokowi disarankan menpora gantikan imam nahrawi,non-clickbait,1
polres pidie lumpuhkan kkb jembatan gampong keudee,non-clickbait,1
pelatih tottenham hotspur frustrasi tanggapi hasil liga champions harry kane bereaksi,clickbait,0
berbekal korek berbentuk piltol pemuda sleman menodong pengendara mobil,clickbait,0
bawa pesan damai mahasiswa papua bunga warga patung kuda,clickbait,0
kesamaan hengkangnya ivan kolev julio banuelos persija,clickbait,0
komisi viii dpr akui permintaan penundaan pengesahan ruu pesantren,clickbait,0
bukalapak konfirmasi aplikasi muncul google playstore,non-clickbait,1
kondisi kesehatan ivan gunawan drop dirawat rumah sakit,non-clickbait,1
ekosistem umkm koperasi terkena imbas era revolusi industri 40,non-clickbait,1
catatan kritis laode syarif dewan pengawas kpk,clickbait,0
terpukul prilaku beliau salah pejabat kemenpora,clickbait,0
prediksi susunan pemain eintracht frankfurt vs arsenal liga eropa 2019 live sctv 2355 wib,clickbait,0
dirjen udara imbau operator penerbangan waspada pasca gempa tuban,clickbait,0
tangan posisi diborgol  9 pemuda digiring rumah makan padang,clickbait,0
pengalaman mistis herjunot ali gua syuting film jeritan malam,clickbait,0
dipanggil kemkominfo kebocoran data penumpang lion air berdalih korban,clickbait,0
breaking news persija resmi pecat julio banuelos eduardo perez kalah bali united,clickbait,0
berdamai elza syarief melaney ricardo peran sang komentar diam,clickbait,0
laode syarif komisioner kpk memerintahkan penyelidikan penyidikan penuntutan,clickbait,0
menlu as kawasan teluk bahas langkah balasan iran,clickbait,0
cinta laura herjunot ali kaku beradegan mesra,clickbait,0
kerugian ekonomi akibat migrain singapura sakit kepala,clickbait,0
dipicu kunci motor honda vario suami depok tega aniaya istri siri,clickbait,0
sang anak cerita celananya dipelorotin diperkosa tetangga kos,clickbait,0
zodiak kesehatan besok   ramalan zodiak kesehatan jumat 20 september 2019 virgo  aquarius diet,clickbait,0
ledakan tengah terbakarnya lapak pengepul limbah plastik bandara soetta,non-clickbait,1
aniaya anak tiri tewas bogor diawali kecurigaan puskesmas motif pelaku,non-clickbait,1
menarik persija keok bali united andritany halau bola garis gawang,clickbait,0
makan pasta 3 seminggu membuatmu gemuk bantu kurangi berat badan,clickbait,0
persija resmi pecat julio banuelos asistennya,non-clickbait,1
korban tewas diterjang pikap beli cilok nenek cucu,clickbait,0
terkini dalang rusuh papua 3 langkah terukur polisi veronica koman,clickbait,0
stok beras sulawesi selatan melimpah,non-clickbait,1
pemerintah nilai aplikasi layanan pesan makanan dorong transformasi ekonomi,clickbait,0
breaking news detik detik kebakaran pabrik limbah plastik kalideres terdengar ledakan,clickbait,0
pkb siapkan nama pengganti imam nahrawi menpora,non-clickbait,1
7 makan halal taipei wajib turis muslim,clickbait,0
investor tiongkok jepang australia tertarik kembangkan pariwisata tanjung lesung,non-clickbait,1
bencana nuklir fukushima eksekutif perusahaan dinyatakan bersalah bencana terparah chernobyl,clickbait,0
max verstappen ambisi juara formula 1 musim 2019 jos verstappen,clickbait,0
mantan suami meisya siregar meninggal sehari bebi romeo menengok kirim pesan pilu,clickbait,0
apjii gelar ajang miss internet indonesia 2019,clickbait,0
gadai sk anggota dprd bekasi jakarta pinjam uang rp 1 miliar bayar utang pileg,non-clickbait,1
berstatus tersangka imam nahrawi dicegah bepergian negeri,non-clickbait,1
link live streaming psm makassar vs ps tira persikabo siaran indosiar,non-clickbait,1
pasca kalah lawan bali united jakmania teriakkan julio out,non-clickbait,1
tayang live streaming psm makassar vs ps tira persikabo liga 1 2019 malam tonton hp,non-clickbait,1
fajar alfianmuhammad rian ardianto melenggang perempat final china open 2019,non-clickbait,1
dilimpahkan kejaksaan kriss hatta upayakan penangguhan penahanan,clickbait,0
polsek tayan hilir amankan kakek terduga pelaku pencabulan anak umur,clickbait,0
ratusan wargakedungrejo demo pondok pesantren jabon ditutup diduga santri dicabuli,clickbait,0
dampak kemarau ribuan warga bolmong sulut terkena virus bawa tumbler melindungi warga,clickbait,0
kevin sanjaya sukamuljomarcus fernaldi gideon melaju perempat final china open 2019,non-clickbait,1
deretan motor matik dipilih budget rp 5 jutaan,clickbait,0
kelas sosial menengah anak muda melek blockchain,clickbait,0
niki zefanya keinginannya kolaborasi tulus,non-clickbait,1
keluarga kaget dengar kpk tetapkan imam nahrawi tersangka,non-clickbait,1
mobil pick up daihatsu jalur tabrak tiang listrik kecamatan pinolosian bolsel,non-clickbait,1
poppy kelly niat berdamai nikita mirzani marah anak angkat elza syarief idiot,clickbait,0
pacar film cinta laura herjunot ali sempatkan hang out bareng,clickbait,0
persija kalah 1 0 bali united jakmania teriak pelatih julio out,non-clickbait,1
praktis promo berlimpah alasan konsumen sukai gofood,non-clickbait,1
harga spesifikasi oppo a9 2020  oppo a5 2020 ponsel anyar oppo 4 kamera,non-clickbait,1
rinov rivaldypitha haningtyas mentari dikalahkan ganda korea china open 2019,non-clickbait,1
imam nahrawi kemas barang pribadi rumah dinas menpora,clickbait,0
geliat prostitusi online kupang aplikasi michat pilih penginapan short time,non-clickbait,1
shesar hiren rhustavito tommy sugiarto china open 2019,non-clickbait,1
imam nahrawi pamit pegawai kemenpora mengawali salat masjid,clickbait,0
komisi dpr jokowi plt menpora gantikan imam nahrawi,clickbait,0
china open 2019 kuburan pebulu tangkis tunggal putri elite dunia,non-clickbait,1
herjunot ali ngaku minder bentuk perut cinta laura,clickbait,0
hasil persija vs bali united liga 1 2019 platje macan kemayoran terancam degradasi,non-clickbait,1
hasil laga pss sleman vs persipura jayapura liga 1 hasil imbang tim tamu teruskan tren positif,non-clickbait,1
manajer jamin fabio quartararo motor terbaik yamaha musim,clickbait,0
koalisi transisi perkotaan kota kunci meredam dampak perubahan iklim,non-clickbait,1
pimpinan uni eropa jean claude juncker resiko no deal brexit,non-clickbait,1
perankan karakter cewek pemalu film jeritan malam cinta laura banget,non-clickbait,1
kematian tkw lily wahidin malaysia misterius diduga organ tubuhnya diambil paksa,clickbait,0
jadwal siaran liga inggris pekan 6 mola tv tvri big match chelsea vs liverpool,non-clickbait,1
zodiak cinta besok   ramalan zodiak cinta jumat 20 september 2019 aquarius mantan,non-clickbait,1
disindir kumalasari gara gara unfollow crop fotonya ruben onsu  berhak follow,non-clickbait,1
beredar foto video syur asn pemprov jabar beradegan panas mobil,clickbait,0
najwa fraksi gerindra dpr patriotisme ruu kpk penonton bersorak,clickbait,0
update ranking fifa timnas indonesia posisinya anjlok kalah rival,non-clickbait,1
ranking fifa   indonesia turun drastis peringkat dunia posisi malaysia,clickbait,0
berkabut aktifitas bandara sultan syarif pekanbaru berjalan normal,non-clickbait,1
ifmac 2019 bawa industri mebel kerajinan indonesia masuki standar global,non-clickbait,1
berbekal kamera realme 5 berbanderol rp 2 juta an ,clickbait,0
honda vario evolusi honda adv150,clickbait,0
imam nahrawi pamit pegawai kemenpora,clickbait,0
gubernur bi perbankan turunkan suku bunga kredit,clickbait,0
harga hp samsung september 2019 samsung galaxy a50s samsung galaxy s10,non-clickbait,1
intip kakaknya video call adik bebby fey sang youtuber mesum miris,clickbait,0
pegawai kemenpora menangis berpisah imam nahrawi,non-clickbait,1
polda metro jaya bongkar sindikat penjual dokumen palsu,non-clickbait,1
tolak rkuhp psi anggap adopsi hukum adat bikin cemas pebisnis,clickbait,0
augie fantinus kaget dengar kabar imam nahrawi ditetapkan tersangka korupsi kpk,clickbait,0
lahan kota ri tanah milik sukanto tanoto klarifikasi bappenas,clickbait,0
pengakuan bocah 9 tahun dipaksa ngemis tuanya pulang bawa uang dipukuli,non-clickbait,1
bi longgarkan ketentuan uang muka kredit rumah motor,non-clickbait,1
gisella anastasia ajukan syarat ajak gempita lokasi,non-clickbait,1
ramalan zodiak cinta besok jumat 20 september gemini kesal leo salahkan pasangan,clickbait,0
tiket pesawat murah osaka jakarta pp tarif rp 4 jutaan,clickbait,0
uang rp 40 juta milik warga pati tertinggal toilet rm enny,clickbait,0
andrea iannone berbakat andrea dovizioso,non-clickbait,1
bocah 4 tahun bogor tewas dianiaya tiri tengkoraknya retak,clickbait,0
anggota dprd dki gadaikan sk lapor sekwan,clickbait,0
presiden yamaha korban perombakan internal perbaiki hasil motogp,clickbait,0
goal win hadirkan air compressor excavator mining exhibition 2019,non-clickbait,1
srikandi milenial mendesak presiden jokowi lantik pimpinan kpk firli cs,non-clickbait,1
shandy aulia hamil muda olahraga digeluti istri david herbowo bikin ngilu penggemarnya,clickbait,0
sidang praperadilan century maki nilai bukti dibawa kpk,non-clickbait,1
umuh muchtar kecewa persib gagal petik kemenangan,non-clickbait,1
mengintip isi rumah dinas menpora imam nahrawi ruang tamu unik lapangan  kolam pribadi,clickbait,0
transaksi gofood capai 50 jutabulan tertinggi asia tenggara,clickbait,0
dpr dana hibah pesantren,non-clickbait,1
jalan dibangun proyek bendungan lausimeme buka akses masyarakat,non-clickbait,1
mantankadestelukjambuditangkapkejarimuarojambi buronan 9 tahun,clickbait,0
semangat persaudaraan landasan mardani maming membangun hipmi,non-clickbait,1
dandan super cantik pakai gaun putih konser andy lau fans wanita berhasil curi perhatian,clickbait,0
anggota dprd ramai ramai gadaikan sk pinjam ratusan juta lumrah,clickbait,0
didebat pakar hukum revisi uu kpk masinton pasaribu dipilih rakyat,non-clickbait,1
praperadilan century kpk bawa daftar hadir undangan rapat gelar perkara,non-clickbait,1
kagama gelar seminar iii pra munas kesehatan indonesia menghadapi revolusi industri 40,clickbait,0
gempa tuban mataram warga berhamburan rumah,non-clickbait,1
menkeu sri mulyani zalim gara gara pajak retribusi daerah,non-clickbait,1
bebby fey blak blakan akui kirim foto video youtuber hotman paris mantap kau,clickbait,0
kajian strategis calon kota selesai november,clickbait,0
hasil china open 2019   marcuskevin sukses bayar lunas kekalahan kejuaraan dunia 2019,non-clickbait,1
dukung digitalisasi indonesia wilayah 3t indihome hadir pulau rote,clickbait,0
warga mestong digegerkan kemuculan harimau perkebunan sawit,clickbait,0
dipicu perselingkuhan juru parkir tusuk penjual ikan pasar bogor tewas,clickbait,0
fakta pengakuan pelaku penggal siswa sd korban ditebas belajar pelaku alami gangguan jiwa,clickbait,0
aksi tolak revisi uu kpk tutup jalan gatot subroto gedung dpr,clickbait,0
anak yatim piatu berusia 9 tahun korban pencabulan paman terungkap cerita teman,clickbait,0
gubernur khofifah investasi produksi mobil listrik its gresik,non-clickbait,1
kronologis driver ojek online ditikam penumpang ditolongnya,clickbait,0
sinopsis pretty boys film debut tompi kegelisahan dunia pertelevisian indonesia,non-clickbait,1
intip potret cantiknya adik zayn malik mantap menikah rayakan ulang tahun 17,clickbait,0
driver ojol nabrak mobilnya ganti rugi rp200 ribu  titip ktp reaksi olla ramlan dibongkar asisten,clickbait,0
kompak ezechiel kevin kippersluis rebutan bola marah bench,clickbait,0
kapolda metro beasiswa polisi bantu nenek gendong mayat cucu cilincing,clickbait,0
putra jokowi putri kiai maruf jajaki pertarungan kepala daerah,clickbait,0
tolak revisi uu kpk sekelompok mahasiswa gelar aksi gedung dpr,non-clickbait,1
